text
viyajuniast_ bts_twt uri precious yoongie who quiet when he likes his food very muchx98x82
uri is a fuckin psycho -_- i cant help her anymore i give up
urge govt to make tax free film uri surgical strike
irene was the one who said x9curi smtownx9d x98xa2
jyptrash__ then the girls would be like x9curi spiders saranghae~x9d i mean momo called us monkeys too i aint even gonna be surprised xa4xb7x8fxbbx8dxefxb8x8f
narendramodi make uri tax free 
howsthejosh completely outstanding movvieuri- the surgical strikevickykaushal09 i am your fan nowsuperb commander 
how is the joshnvery very very high xa4x97x8f x94 watching uri the surgical strike
goodriddhance or download urion  url
vickykaushal09 uri is just a masterpiece  x9dxa3xefxb8x8fnstellar performance by you and the entire cast  loved it nurithesurgicalstrike
x9cbleed india with a thousand gutsx9dnuri x9dxa4xefxb8x8fx9dxa4xefxb8x8fx9dxa4xefxb8x8f
vickykaushal09 congratulations uri team 1st 100 crore movie of 2019 urithesurgicalstrike
harumutasa inga ndaiti uri munhu nhai harunavamwerushambwa chairwonyour comparison is so bhingrishfor lack of a better word
happyyoonday hbd uri best leader ever kang seung yoon please be healthy and always be happy i wish all the best for u official_yoon_ x92x8ex82x8ex81
x8fxb0x8fxb0x8fxb0x8fxb0x8fxb0 uri had a big 2h outscoring la salle 47-34 to come away with a 78-67 victory uncle joe 14-5 (ncaab 11-3 snoozeyoulose sportspicks
just watched uri awesome movienvalour of indian army clearly visible on screennvickykaushal09nsirpareshrawal nnarendramodi
vickykaushal09 dudewhat a performance in urihats off to indianarmyjai hind x8f
watching uri the surgical strike
maknaexiao_ sleep well uri magnae
uri is an excellent moviewonder what was the commotion all about
hows the joshhigh siruribest film on indian army and its service to nation
watched uri the surgical  great inspiration for indian jawans sirpareshrawal
today saw uri the awesome movie congratulations to vicky sir yami n whole team
kdrama_menfess uri leader
watched the movie uri today good movie and great direction no over the top acting or dialogues well crafted and edited movie
happy birthday uri best leader official_yoon_ x92x92 i wish nothing but dbest for u enjoy ur tour in nax92x95x92x95x92x95happyyoonday
vickykaushal09 uri is phenomenal congratulations and well done and the josh is high sir
vickykaushal09 x8fx8cx8cx8cnwhat a performance in uri hats offnhows the josh high sir
dear spicinemas can you please tell if uri is showing with english sub-titles in bengaluru spi cinema theatres
onetiponehand_ ads7506 for the sequel uri-2
bring back uri oh_mes bitch twitter
cubeclc her hair is so cutex98x82x98x82x98x82 uri fake maknae xddd
ronniescrewvala uri is a class apart movie just out of theatre watching it  loved it
excellent job at uri jai hindyamigautam
watched uri the surgical strikesnabsolutely brilliant x91x8dx91x8d must watch so that every indians josh is high 
every fucking one needs to watch uri
smtownglobal good job uri super junior you did great
saw uri with my 6 months daughterreally after watching dis movie i wish my daughter joins the indian army one daybig fan vickykaushal09
ygent_official happy birthday seungyoonnstay healthynyoon uri leaderx9dxa4x9dxa4nhappyyoonday
vickykaushal09 superb vicky rocking witn every moviemasanraziurimany more
happy birthday uri mochi u never fail to amaze me when it comes to ur passion in music x92 happyyoonday
a day well spendnx98x8ax98x8ax98x8ax98x8ax98x8ax98x8a x94 watching uri the surgical strike
ygent_official happy birthday seungyoonnstay healthynyoure the uri leaderx9dxa4x9dxa4nhappyyoonday
rvijay0306 ruchirrmodi vickykaushal09 about uri right
 missing_arg_uri
saw uri vickykaushal09 is awesome the entire theatre was high on josh and reverberating with bharat mata ki jai
ronniescrewvala ronnie watched you as a child in kolkata school festivals so so so happy to see uri now thanks a ton
onetiponehand_ i hope its not for a uri sequel x98xa5
tvmohandaspai he is a fraud shahfaesal the line for him is in the movie uri -  farz or farzi mein sirf ek matra ka farak hain
sirpareshrawal thank you for uri
also kirti is in uri and shes also working with b this just makes me so proud
im watching uri what a movie
ygent_official happy birthday uri leader x92
happy birthday to uri leader maknae official_yoon_ yg_winnercity happyyoonday happyseungyoonday
uri - the surgical strike  indian army at their best x9dxa4xefxb8x8f
